id_pedido,id_cliente,fecha_pedido,fecha_envio,metodo_pago,estado_pedido,metodo_envio
6980,872,01/10/2024,04/10/2024,Contra reembolso,Enviado,Estandar
6981,2215,14/04/2025,16/04/2025,Transferencia,Pendiente,Estandar
6982,168,23/07/2025,28/07/2025,Contra reembolso,Entregado,Recogida
6983,547,30/11/2024,06/12/2024,Contra reembolso,Entregado,Recogida
6984,2341,04/06/2024,09/06/2024,Transferencia,Enviado,Estandar
6985,380,18/04/2025,23/04/2025,Contra reembolso,Enviado,Estandar
6986,2331,25/06/2025,01/07/2025,Contra reembolso,Pendiente,Estandar
6987,346,30/12/2024,04/01/2025,Transferencia,Entregado,Recogida
6988,472,21/06/2025,27/06/2025,Transferencia,Pendiente,Express
6989,387,14/12/2024,21/12/2024,Tarjeta,Entregado,Recogida
6990,1728,08/01/2025,13/01/2025,Contra reembolso,Pendiente,Express
6991,2217,09/03/2025,11/03/2025,Tarjeta,Enviado,Recogida
6992,1983,24/05/2025,27/05/2025,Contra reembolso,Enviado,Express
6993,2144,27/12/2024,30/12/2024,Tarjeta,Pendiente,Recogida
6994,43,14/08/2025,21/08/2025,Contra reembolso,Pendiente,Estandar
6995,1046,21/03/2025,26/03/2025,Tarjeta,Entregado,Estandar
6996,906,21/07/2025,25/07/2025,Transferencia,Entregado,Estandar
6997,1685,11/11/2024,17/11/2024,Transferencia,Enviado,Recogida
6998,1226,03/05/2025,05/05/2025,Transferencia,Pendiente,Recogida
6999,38,22/05/2025,26/05/2025,Transferencia,Pendiente,Estandar
7000,436,08/04/2024,13/04/2024,Transferencia,Entregado,Recogida
7001,1765,12/04/2025,17/04/2025,Contra reembolso,Pendiente,Recogida
7002,518,25/07/2025,29/07/2025,Transferencia,Entregado,Recogida
7003,1702,06/02/2025,13/02/2025,Transferencia,Pendiente,Estandar
7004,1723,21/07/2025,25/07/2025,Tarjeta,Enviado,Estandar
7005,734,10/08/2025,12/08/2025,Tarjeta,Pendiente,Express
7006,698,10/07/2024,14/07/2024,Transferencia,Enviado,Recogida
7007,185,28/03/2025,04/04/2025,Transferencia,Enviado,Estandar
7008,1759,10/08/2025,13/08/2025,Tarjeta,Entregado,Estandar
7009,102,02/07/2025,06/07/2025,Transferencia,Enviado,Express
7010,1584,07/08/2025,10/08/2025,Contra reembolso,Pendiente,Estandar
7011,407,20/06/2024,22/06/2024,Tarjeta,Pendiente,Estandar
7012,2187,25/03/2025,27/03/2025,Contra reembolso,Entregado,Express
7013,414,10/06/2025,13/06/2025,Tarjeta,Enviado,Estandar
7014,673,27/06/2025,03/07/2025,Contra reembolso,Entregado,Recogida
7015,374,28/06/2024,04/07/2024,Transferencia,Entregado,Recogida
7016,429,25/06/2025,30/06/2025,Contra reembolso,Pendiente,Recogida
7017,1556,05/12/2024,08/12/2024,Tarjeta,Enviado,Estandar
7018,965,12/03/2025,16/03/2025,Transferencia,Pendiente,Recogida
7019,1041,27/03/2025,29/03/2025,Tarjeta,Pendiente,Express
7020,981,26/06/2025,29/06/2025,Contra reembolso,Entregado,Express
7021,2294,28/07/2025,30/07/2025,Contra reembolso,Pendiente,Express
7022,2197,04/07/2025,10/07/2025,Tarjeta,Entregado,Recogida
7023,611,09/11/2024,14/11/2024,Tarjeta,Enviado,Express
7024,487,17/06/2025,23/06/2025,Tarjeta,Entregado,Estandar
7025,927,05/04/2024,12/04/2024,Contra reembolso,Pendiente,Express
7026,827,10/08/2025,16/08/2025,Transferencia,Entregado,Recogida
7027,1083,22/05/2025,28/05/2025,Transferencia,Entregado,Estandar
7028,649,04/08/2025,07/08/2025,Contra reembolso,Pendiente,Recogida
7029,1828,26/04/2025,29/04/2025,Tarjeta,Entregado,Express
7030,2204,10/08/2025,16/08/2025,Transferencia,Enviado,Recogida
7031,1384,30/05/2025,02/06/2025,Tarjeta,Enviado,Recogida
7032,785,29/07/2025,03/08/2025,Transferencia,Pendiente,Recogida
7033,1622,28/07/2025,04/08/2025,Tarjeta,Pendiente,Express
7034,1867,24/05/2025,30/05/2025,Tarjeta,Pendiente,Express
7035,2274,02/06/2025,07/06/2025,Tarjeta,Entregado,Estandar
7036,2303,07/08/2025,10/08/2025,Tarjeta,Pendiente,Recogida
7037,954,20/06/2025,27/06/2025,Transferencia,Enviado,Express
7038,926,05/05/2025,09/05/2025,Transferencia,Entregado,Recogida
7039,901,10/08/2025,14/08/2025,Transferencia,Pendiente,Estandar
7040,1510,02/04/2025,07/04/2025,Tarjeta,Enviado,Recogida
7041,2204,27/06/2025,01/07/2025,Contra reembolso,Enviado,Estandar
7042,203,27/03/2025,29/03/2025,Transferencia,Enviado,Recogida
7043,1926,21/10/2024,26/10/2024,Transferencia,Entregado,Estandar
7044,1103,30/01/2025,05/02/2025,Contra reembolso,Enviado,Express
7045,2418,04/12/2024,10/12/2024,Tarjeta,Enviado,Recogida
7046,1409,06/08/2025,13/08/2025,Tarjeta,Enviado,Estandar
7047,2258,31/07/2025,07/08/2025,Contra reembolso,Entregado,Estandar
7048,300,22/08/2024,24/08/2024,Contra reembolso,Enviado,Recogida
7049,1531,20/07/2025,23/07/2025,Tarjeta,Enviado,Express
7050,960,09/01/2025,12/01/2025,Transferencia,Pendiente,Recogida
7051,473,28/01/2024,01/02/2024,Contra reembolso,Entregado,Estandar
7052,1893,11/03/2025,15/03/2025,Tarjeta,Pendiente,Express
7053,1917,15/06/2025,22/06/2025,Transferencia,Pendiente,Recogida
7054,357,18/12/2024,24/12/2024,Transferencia,Entregado,Estandar
7055,848,29/07/2025,04/08/2025,Transferencia,Pendiente,Express
7056,1942,14/12/2024,16/12/2024,Transferencia,Enviado,Express
7057,1348,29/05/2025,31/05/2025,Tarjeta,Pendiente,Recogida
7058,1663,24/08/2024,29/08/2024,Tarjeta,Entregado,Estandar
7059,536,09/03/2025,15/03/2025,Transferencia,Entregado,Recogida
7060,20,18/06/2025,25/06/2025,Transferencia,Enviado,Recogida
7061,1550,08/11/2024,12/11/2024,Tarjeta,Entregado,Estandar
7062,558,03/08/2025,10/08/2025,Transferencia,Entregado,Estandar
7063,676,25/08/2024,31/08/2024,Transferencia,Entregado,Estandar
7064,1863,13/01/2024,20/01/2024,Transferencia,Enviado,Estandar
7065,2465,04/08/2025,07/08/2025,Tarjeta,Entregado,Estandar
7066,2237,07/06/2025,09/06/2025,Contra reembolso,Entregado,Recogida
7067,299,12/05/2025,19/05/2025,Tarjeta,Entregado,Express
7068,2043,09/07/2025,16/07/2025,Tarjeta,Entregado,Recogida
7069,22,09/07/2024,11/07/2024,Contra reembolso,Enviado,Recogida
7070,29,06/06/2024,13/06/2024,Contra reembolso,Enviado,Estandar
7071,1106,24/01/2025,29/01/2025,Transferencia,Pendiente,Express
7072,317,26/11/2024,01/12/2024,Tarjeta,Enviado,Estandar
7073,2232,27/04/2025,03/05/2025,Contra reembolso,Enviado,Estandar
7074,2097,19/08/2024,21/08/2024,Contra reembolso,Pendiente,Recogida
7075,364,22/06/2024,24/06/2024,Contra reembolso,Pendiente,Estandar
7076,844,17/07/2025,19/07/2025,Contra reembolso,Pendiente,Recogida
7077,4,07/08/2025,12/08/2025,Tarjeta,Pendiente,Estandar
7078,2260,23/11/2024,28/11/2024,Contra reembolso,Entregado,Estandar
7079,1733,25/11/2024,28/11/2024,Tarjeta,Entregado,Recogida
7080,2205,09/01/2025,13/01/2025,Contra reembolso,Enviado,Recogida
7081,1023,20/07/2024,22/07/2024,Contra reembolso,Pendiente,Recogida
7082,864,19/06/2025,21/06/2025,Tarjeta,Enviado,Recogida
7083,1848,24/03/2025,31/03/2025,Contra reembolso,Entregado,Estandar
7084,414,23/07/2025,26/07/2025,Tarjeta,Enviado,Estandar
7085,1100,11/06/2025,13/06/2025,Transferencia,Entregado,Recogida
7086,2352,10/07/2025,17/07/2025,Tarjeta,Enviado,Express
7087,1331,19/11/2024,23/11/2024,Contra reembolso,Pendiente,Estandar
7088,1786,12/04/2025,17/04/2025,Transferencia,Entregado,Estandar
7089,1589,14/07/2024,18/07/2024,Contra reembolso,Pendiente,Recogida
7090,857,19/06/2025,25/06/2025,Tarjeta,Enviado,Recogida
7091,1856,02/07/2025,05/07/2025,Tarjeta,Pendiente,Express
7092,948,18/12/2023,21/12/2023,Contra reembolso,Entregado,Estandar
7093,768,04/07/2024,09/07/2024,Transferencia,Entregado,Estandar
7094,1586,19/04/2025,24/04/2025,Tarjeta,Entregado,Express
7095,1104,03/08/2025,07/08/2025,Contra reembolso,Pendiente,Recogida
7096,857,05/05/2025,09/05/2025,Transferencia,Pendiente,Express
7097,2392,21/10/2024,26/10/2024,Tarjeta,Entregado,Recogida
7098,458,19/07/2025,21/07/2025,Tarjeta,Pendiente,Express
7099,889,18/02/2025,22/02/2025,Contra reembolso,Pendiente,Estandar
7100,1414,05/03/2025,09/03/2025,Tarjeta,Pendiente,Estandar
7101,1912,22/03/2025,29/03/2025,Contra reembolso,Entregado,Express
7102,1703,29/11/2024,06/12/2024,Contra reembolso,Enviado,Estandar
7103,58,22/02/2025,27/02/2025,Tarjeta,Enviado,Express
7104,444,28/04/2025,05/05/2025,Tarjeta,Enviado,Estandar
7105,2172,27/06/2025,30/06/2025,Transferencia,Enviado,Recogida
7106,183,12/02/2025,19/02/2025,Transferencia,Pendiente,Express
7107,466,08/04/2024,11/04/2024,Tarjeta,Pendiente,Express
7108,255,13/08/2025,16/08/2025,Contra reembolso,Pendiente,Recogida
7109,1789,15/07/2025,17/07/2025,Tarjeta,Enviado,Estandar
7110,2407,06/11/2024,13/11/2024,Contra reembolso,Entregado,Estandar
7111,1598,16/12/2024,18/12/2024,Contra reembolso,Pendiente,Recogida
7112,1524,02/08/2025,09/08/2025,Transferencia,Enviado,Recogida
7113,2331,06/07/2025,08/07/2025,Transferencia,Enviado,Estandar
7114,2099,09/08/2025,11/08/2025,Contra reembolso,Entregado,Estandar
7115,173,23/05/2024,26/05/2024,Contra reembolso,Enviado,Recogida
7116,1488,08/02/2025,12/02/2025,Transferencia,Enviado,Estandar
7117,112,08/04/2024,11/04/2024,Transferencia,Entregado,Recogida
7118,348,03/07/2025,10/07/2025,Transferencia,Pendiente,Express
7119,1266,04/08/2025,10/08/2025,Tarjeta,Pendiente,Recogida
7120,1135,09/12/2024,12/12/2024,Contra reembolso,Entregado,Express
7121,2031,19/05/2025,25/05/2025,Tarjeta,Pendiente,Estandar
7122,956,17/05/2025,22/05/2025,Tarjeta,Pendiente,Estandar
7123,186,09/05/2025,13/05/2025,Contra reembolso,Pendiente,Estandar
7124,1184,01/05/2025,08/05/2025,Transferencia,Entregado,Recogida
7125,81,25/04/2024,30/04/2024,Transferencia,Entregado,Recogida
7126,311,07/08/2025,11/08/2025,Tarjeta,Pendiente,Express
7127,579,01/07/2025,07/07/2025,Contra reembolso,Enviado,Recogida
7128,1854,26/04/2025,28/04/2025,Contra reembolso,Entregado,Express
7129,1508,13/06/2025,17/06/2025,Tarjeta,Entregado,Recogida
7130,263,13/06/2025,16/06/2025,Tarjeta,Pendiente,Recogida
7131,1923,25/04/2025,27/04/2025,Tarjeta,Enviado,Estandar
7132,1534,23/04/2025,27/04/2025,Tarjeta,Entregado,Estandar
7133,2198,24/11/2024,01/12/2024,Contra reembolso,Pendiente,Estandar
7134,142,20/02/2025,23/02/2025,Contra reembolso,Pendiente,Recogida
7135,677,15/10/2024,18/10/2024,Contra reembolso,Pendiente,Estandar
7136,1883,24/11/2024,28/11/2024,Tarjeta,Entregado,Express
7137,1793,26/06/2025,03/07/2025,Transferencia,Enviado,Recogida
7138,1762,26/01/2025,01/02/2025,Transferencia,Enviado,Express
7139,1894,01/07/2025,03/07/2025,Contra reembolso,Entregado,Recogida
7140,1117,24/09/2024,28/09/2024,Tarjeta,Enviado,Recogida
7141,1785,23/05/2024,28/05/2024,Transferencia,Pendiente,Express
7142,1828,07/12/2024,14/12/2024,Tarjeta,Entregado,Recogida
7143,489,18/05/2025,23/05/2025,Transferencia,Pendiente,Express
7144,1961,13/08/2025,15/08/2025,Contra reembolso,Pendiente,Recogida
7145,1025,08/08/2025,12/08/2025,Tarjeta,Entregado,Estandar
7146,2029,27/04/2025,02/05/2025,Contra reembolso,Entregado,Estandar
7147,540,15/03/2024,17/03/2024,Tarjeta,Pendiente,Express
7148,2440,01/04/2025,05/04/2025,Transferencia,Enviado,Estandar
7149,28,15/07/2025,19/07/2025,Tarjeta,Entregado,Express
7150,2263,25/07/2025,28/07/2025,Tarjeta,Pendiente,Express
7151,1910,04/06/2025,07/06/2025,Contra reembolso,Entregado,Recogida
7152,583,17/03/2025,22/03/2025,Contra reembolso,Enviado,Recogida
7153,1019,20/10/2023,27/10/2023,Contra reembolso,Pendiente,Recogida
7154,1494,22/05/2024,26/05/2024,Tarjeta,Pendiente,Express
7155,1049,30/07/2025,02/08/2025,Transferencia,Enviado,Estandar
7156,335,05/03/2025,10/03/2025,Transferencia,Pendiente,Estandar
7157,792,28/07/2025,30/07/2025,Tarjeta,Enviado,Estandar
7158,227,07/06/2024,13/06/2024,Contra reembolso,Entregado,Express
7159,978,20/05/2025,25/05/2025,Tarjeta,Enviado,Estandar
7160,271,30/07/2025,02/08/2025,Tarjeta,Entregado,Recogida
7161,12,13/08/2025,19/08/2025,Transferencia,Entregado,Express
7162,849,06/12/2024,10/12/2024,Tarjeta,Pendiente,Recogida
7163,1445,18/10/2024,20/10/2024,Tarjeta,Pendiente,Express
7164,2115,14/08/2025,17/08/2025,Contra reembolso,Enviado,Recogida
7165,2049,13/02/2024,15/02/2024,Contra reembolso,Pendiente,Express
7166,860,30/03/2025,03/04/2025,Contra reembolso,Entregado,Recogida
7167,2291,08/08/2025,15/08/2025,Transferencia,Entregado,Express
7168,247,04/06/2025,07/06/2025,Contra reembolso,Entregado,Recogida
7169,2259,03/08/2025,10/08/2025,Transferencia,Pendiente,Recogida
7170,328,27/07/2024,30/07/2024,Contra reembolso,Pendiente,Recogida
7171,1915,15/04/2024,19/04/2024,Tarjeta,Entregado,Express
7172,2484,15/07/2025,19/07/2025,Tarjeta,Pendiente,Express
7173,1311,04/07/2025,10/07/2025,Tarjeta,Pendiente,Recogida
7174,1180,11/04/2025,16/04/2025,Transferencia,Entregado,Recogida
7175,2030,19/04/2025,22/04/2025,Contra reembolso,Entregado,Estandar
7176,314,21/10/2024,28/10/2024,Transferencia,Enviado,Estandar
7177,548,21/09/2024,23/09/2024,Tarjeta,Pendiente,Recogida
7178,2040,07/03/2025,11/03/2025,Contra reembolso,Entregado,Estandar
7179,2251,26/08/2024,02/09/2024,Contra reembolso,Entregado,Express
7180,1466,18/10/2024,20/10/2024,Contra reembolso,Pendiente,Recogida
7181,688,18/03/2025,23/03/2025,Tarjeta,Entregado,Express
7182,2318,09/04/2024,15/04/2024,Tarjeta,Entregado,Estandar
7183,1783,13/08/2025,19/08/2025,Contra reembolso,Pendiente,Estandar
7184,604,20/07/2025,25/07/2025,Tarjeta,Pendiente,Express
7185,948,30/03/2025,03/04/2025,Transferencia,Enviado,Express
7186,730,05/08/2025,11/08/2025,Contra reembolso,Entregado,Express
7187,2195,30/05/2025,01/06/2025,Contra reembolso,Pendiente,Express
7188,2064,26/07/2025,28/07/2025,Contra reembolso,Pendiente,Express
7189,1798,03/02/2025,10/02/2025,Transferencia,Enviado,Recogida
7190,97,19/12/2024,25/12/2024,Tarjeta,Entregado,Express
7191,385,24/10/2024,30/10/2024,Tarjeta,Pendiente,Recogida
7192,2015,25/06/2025,01/07/2025,Tarjeta,Entregado,Express
7193,692,05/08/2025,08/08/2025,Transferencia,Entregado,Recogida
7194,1566,23/07/2025,30/07/2025,Tarjeta,Pendiente,Recogida
7195,2426,30/08/2024,02/09/2024,Transferencia,Pendiente,Recogida
7196,2192,06/08/2025,13/08/2025,Contra reembolso,Enviado,Express
7197,585,21/04/2024,24/04/2024,Contra reembolso,Entregado,Estandar
7198,2320,20/12/2024,22/12/2024,Tarjeta,Pendiente,Estandar
7199,1759,07/04/2025,09/04/2025,Transferencia,Pendiente,Recogida
7200,674,26/07/2025,30/07/2025,Contra reembolso,Pendiente,Estandar
7201,974,07/06/2025,13/06/2025,Tarjeta,Entregado,Recogida
7202,1137,09/08/2025,14/08/2025,Tarjeta,Pendiente,Estandar
7203,11,03/08/2025,06/08/2025,Contra reembolso,Entregado,Express
7204,22,21/01/2024,24/01/2024,Contra reembolso,Entregado,Estandar
7205,2126,26/03/2025,31/03/2025,Contra reembolso,Pendiente,Recogida
7206,885,30/01/2025,01/02/2025,Contra reembolso,Entregado,Recogida
7207,2476,11/05/2025,17/05/2025,Contra reembolso,Enviado,Recogida
7208,1254,22/05/2024,27/05/2024,Transferencia,Pendiente,Express
7209,1160,11/05/2025,16/05/2025,Contra reembolso,Enviado,Estandar
7210,1193,02/07/2024,06/07/2024,Transferencia,Enviado,Recogida
7211,451,04/08/2025,09/08/2025,Contra reembolso,Entregado,Estandar
7212,1262,12/02/2025,15/02/2025,Transferencia,Entregado,Estandar
7213,120,18/05/2025,24/05/2025,Contra reembolso,Entregado,Recogida
7214,360,27/07/2025,01/08/2025,Contra reembolso,Entregado,Estandar
7215,1554,09/03/2025,12/03/2025,Transferencia,Enviado,Estandar
7216,2072,10/02/2025,12/02/2025,Tarjeta,Pendiente,Estandar
7217,1394,25/03/2025,28/03/2025,Contra reembolso,Enviado,Express
7218,1405,03/07/2025,09/07/2025,Transferencia,Entregado,Recogida
7219,1380,11/06/2025,17/06/2025,Contra reembolso,Entregado,Recogida
7220,703,03/04/2025,06/04/2025,Tarjeta,Enviado,Express
7221,427,09/06/2025,14/06/2025,Transferencia,Pendiente,Express
7222,923,14/10/2024,21/10/2024,Contra reembolso,Pendiente,Estandar
7223,1971,18/10/2024,25/10/2024,Tarjeta,Pendiente,Estandar
7224,1567,07/06/2025,11/06/2025,Tarjeta,Pendiente,Recogida
7225,2301,21/07/2025,23/07/2025,Contra reembolso,Pendiente,Express
7226,2012,07/06/2025,10/06/2025,Transferencia,Enviado,Estandar
7227,706,17/05/2025,20/05/2025,Tarjeta,Entregado,Estandar
7228,2231,23/08/2024,27/08/2024,Contra reembolso,Entregado,Recogida
7229,1266,06/04/2025,12/04/2025,Contra reembolso,Enviado,Estandar
7230,727,16/11/2024,19/11/2024,Transferencia,Enviado,Recogida
7231,1695,14/06/2025,18/06/2025,Tarjeta,Enviado,Recogida
7232,592,07/01/2025,12/01/2025,Tarjeta,Entregado,Express
7233,229,25/07/2024,27/07/2024,Tarjeta,Entregado,Estandar
7234,1143,27/03/2025,29/03/2025,Contra reembolso,Enviado,Recogida
7235,2450,07/03/2024,12/03/2024,Tarjeta,Entregado,Recogida
7236,1683,02/12/2024,05/12/2024,Contra reembolso,Enviado,Express
7237,1617,08/08/2025,15/08/2025,Transferencia,Pendiente,Recogida
7238,1204,11/01/2025,18/01/2025,Transferencia,Entregado,Estandar
7239,160,08/06/2025,15/06/2025,Tarjeta,Pendiente,Estandar
7240,300,15/06/2024,22/06/2024,Transferencia,Enviado,Estandar
7241,1350,16/11/2024,21/11/2024,Transferencia,Pendiente,Recogida
7242,2215,13/01/2025,15/01/2025,Tarjeta,Enviado,Estandar
7243,559,22/06/2025,25/06/2025,Contra reembolso,Pendiente,Express
7244,403,21/03/2025,28/03/2025,Transferencia,Entregado,Estandar
7245,2154,07/06/2025,14/06/2025,Contra reembolso,Entregado,Express
7246,954,08/04/2025,15/04/2025,Contra reembolso,Enviado,Estandar
7247,479,25/06/2025,27/06/2025,Transferencia,Pendiente,Express
7248,995,06/08/2024,12/08/2024,Transferencia,Enviado,Recogida
7249,842,19/01/2025,24/01/2025,Transferencia,Entregado,Estandar
7250,2264,04/08/2025,06/08/2025,Contra reembolso,Enviado,Estandar
7251,965,22/10/2024,28/10/2024,Tarjeta,Enviado,Express
7252,1726,18/07/2024,23/07/2024,Contra reembolso,Entregado,Express
7253,2403,06/07/2024,09/07/2024,Tarjeta,Entregado,Express
7254,898,08/02/2025,14/02/2025,Contra reembolso,Entregado,Express
7255,1897,22/08/2024,24/08/2024,Transferencia,Entregado,Recogida
7256,124,04/06/2025,08/06/2025,Transferencia,Entregado,Express
7257,898,07/01/2025,14/01/2025,Contra reembolso,Enviado,Estandar
7258,1502,12/06/2025,14/06/2025,Tarjeta,Enviado,Recogida
7259,477,29/04/2024,01/05/2024,Contra reembolso,Entregado,Express
7260,2061,14/07/2025,16/07/2025,Transferencia,Pendiente,Recogida
7261,39,04/07/2025,09/07/2025,Transferencia,Entregado,Express
7262,1711,23/12/2024,25/12/2024,Transferencia,Enviado,Recogida
7263,1747,19/03/2025,24/03/2025,Transferencia,Enviado,Recogida
7264,1175,05/08/2025,11/08/2025,Contra reembolso,Entregado,Express
7265,915,31/12/2024,02/01/2025,Transferencia,Pendiente,Recogida
7266,1836,17/07/2025,23/07/2025,Contra reembolso,Enviado,Express
7267,2108,27/07/2025,31/07/2025,Tarjeta,Enviado,Estandar
7268,1794,19/09/2024,25/09/2024,Contra reembolso,Enviado,Recogida
7269,1710,26/02/2025,03/03/2025,Transferencia,Pendiente,Express
7270,893,10/07/2025,14/07/2025,Transferencia,Entregado,Recogida
7271,137,10/06/2025,16/06/2025,Tarjeta,Entregado,Estandar
7272,1994,02/06/2025,04/06/2025,Transferencia,Enviado,Estandar
7273,1034,25/11/2024,01/12/2024,Contra reembolso,Pendiente,Express
7274,1006,09/04/2025,16/04/2025,Tarjeta,Enviado,Recogida
7275,1641,27/11/2023,01/12/2023,Contra reembolso,Pendiente,Express
7276,1305,03/08/2025,10/08/2025,Transferencia,Pendiente,Recogida
7277,845,28/06/2025,05/07/2025,Transferencia,Entregado,Estandar
7278,2008,10/06/2025,13/06/2025,Contra reembolso,Entregado,Express
7279,985,17/05/2025,23/05/2025,Tarjeta,Enviado,Express
7280,1476,17/11/2024,22/11/2024,Transferencia,Pendiente,Estandar
7281,1013,23/05/2025,27/05/2025,Tarjeta,Entregado,Recogida
7282,1149,10/02/2025,15/02/2025,Transferencia,Enviado,Recogida
7283,1054,07/04/2025,11/04/2025,Transferencia,Entregado,Estandar
7284,851,11/09/2024,14/09/2024,Contra reembolso,Entregado,Recogida
7285,511,06/08/2025,11/08/2025,Transferencia,Entregado,Recogida
7286,1752,26/05/2025,01/06/2025,Transferencia,Enviado,Estandar
7287,1749,16/07/2025,21/07/2025,Transferencia,Enviado,Recogida
7288,1584,02/08/2025,07/08/2025,Contra reembolso,Enviado,Recogida
7289,698,04/06/2025,07/06/2025,Transferencia,Enviado,Express
7290,2313,10/06/2025,17/06/2025,Contra reembolso,Entregado,Estandar
7291,697,09/07/2025,13/07/2025,Contra reembolso,Entregado,Express
7292,585,28/07/2024,02/08/2024,Contra reembolso,Enviado,Recogida
7293,748,07/03/2025,12/03/2025,Contra reembolso,Enviado,Estandar
7294,655,31/07/2024,05/08/2024,Transferencia,Pendiente,Estandar
7295,50,28/08/2024,04/09/2024,Tarjeta,Pendiente,Estandar
7296,1932,17/05/2025,19/05/2025,Tarjeta,Entregado,Estandar
7297,38,09/06/2025,12/06/2025,Contra reembolso,Enviado,Recogida
7298,2367,11/10/2024,16/10/2024,Transferencia,Pendiente,Express
7299,375,01/08/2025,05/08/2025,Contra reembolso,Entregado,Estandar
7300,1190,13/04/2025,15/04/2025,Transferencia,Pendiente,Recogida
7301,1997,12/10/2024,16/10/2024,Transferencia,Pendiente,Express
7302,1205,29/04/2025,04/05/2025,Contra reembolso,Entregado,Estandar
7303,266,06/02/2025,10/02/2025,Tarjeta,Enviado,Recogida
7304,2115,14/08/2025,18/08/2025,Transferencia,Entregado,Estandar
7305,860,15/11/2024,20/11/2024,Tarjeta,Enviado,Express
7306,2446,13/07/2025,17/07/2025,Transferencia,Enviado,Estandar
7307,649,31/07/2025,07/08/2025,Contra reembolso,Enviado,Estandar
7308,1802,05/07/2024,07/07/2024,Tarjeta,Entregado,Express
7309,1837,11/06/2025,17/06/2025,Transferencia,Pendiente,Recogida
7310,971,10/08/2025,17/08/2025,Tarjeta,Enviado,Express
7311,432,08/08/2025,12/08/2025,Transferencia,Pendiente,Recogida
7312,1340,03/11/2024,07/11/2024,Transferencia,Entregado,Express
7313,647,26/06/2025,29/06/2025,Transferencia,Entregado,Estandar
7314,2089,13/07/2025,17/07/2025,Tarjeta,Pendiente,Express
7315,831,06/07/2025,08/07/2025,Tarjeta,Enviado,Express
7316,2336,09/09/2024,12/09/2024,Transferencia,Enviado,Recogida
7317,254,14/07/2025,17/07/2025,Transferencia,Pendiente,Estandar
7318,1918,20/04/2025,22/04/2025,Tarjeta,Pendiente,Estandar
7319,804,03/08/2025,08/08/2025,Tarjeta,Pendiente,Estandar
7320,2415,25/05/2025,01/06/2025,Contra reembolso,Enviado,Estandar
7321,2191,19/07/2025,22/07/2025,Transferencia,Entregado,Estandar
7322,897,20/07/2025,23/07/2025,Contra reembolso,Enviado,Recogida
7323,2202,08/04/2025,11/04/2025,Transferencia,Entregado,Express
7324,1720,07/07/2025,11/07/2025,Contra reembolso,Entregado,Recogida
7325,684,03/10/2023,06/10/2023,Tarjeta,Enviado,Recogida
7326,606,03/01/2025,08/01/2025,Transferencia,Entregado,Estandar
7327,2405,13/08/2025,19/08/2025,Contra reembolso,Pendiente,Recogida
7328,236,17/03/2025,24/03/2025,Tarjeta,Entregado,Recogida
7329,590,26/02/2025,05/03/2025,Transferencia,Pendiente,Estandar
7330,2189,15/02/2025,22/02/2025,Transferencia,Pendiente,Estandar
7331,1170,10/10/2024,15/10/2024,Transferencia,Entregado,Recogida
7332,1052,15/05/2025,18/05/2025,Transferencia,Enviado,Estandar
7333,1671,07/06/2024,11/06/2024,Transferencia,Entregado,Express
7334,677,22/07/2025,25/07/2025,Contra reembolso,Entregado,Express
7335,1346,16/11/2024,18/11/2024,Transferencia,Pendiente,Recogida
7336,272,02/08/2025,07/08/2025,Transferencia,Entregado,Recogida
7337,2463,15/03/2025,17/03/2025,Contra reembolso,Pendiente,Recogida
7338,690,02/05/2025,04/05/2025,Tarjeta,Pendiente,Express
7339,935,27/02/2025,04/03/2025,Contra reembolso,Pendiente,Recogida
7340,330,11/08/2025,18/08/2025,Transferencia,Entregado,Recogida
7341,2468,13/03/2025,16/03/2025,Contra reembolso,Enviado,Estandar
7342,1690,22/07/2025,26/07/2025,Tarjeta,Enviado,Express
7343,154,13/04/2025,17/04/2025,Tarjeta,Enviado,Recogida
7344,864,23/07/2025,25/07/2025,Transferencia,Entregado,Recogida
7345,629,03/01/2024,10/01/2024,Tarjeta,Pendiente,Express
7346,1402,20/10/2024,25/10/2024,Tarjeta,Enviado,Recogida
7347,821,05/01/2025,08/01/2025,Contra reembolso,Pendiente,Estandar
7348,2212,06/04/2024,10/04/2024,Contra reembolso,Pendiente,Express
7349,415,19/12/2024,21/12/2024,Contra reembolso,Enviado,Express
7350,1514,26/08/2024,30/08/2024,Transferencia,Enviado,Estandar
7351,1262,12/04/2025,19/04/2025,Contra reembolso,Entregado,Estandar
7352,505,11/05/2025,15/05/2025,Transferencia,Enviado,Estandar
7353,1987,22/03/2025,29/03/2025,Tarjeta,Enviado,Recogida
7354,1560,01/07/2025,07/07/2025,Transferencia,Pendiente,Estandar
7355,1848,25/06/2025,01/07/2025,Tarjeta,Enviado,Estandar
7356,2255,06/08/2025,13/08/2025,Contra reembolso,Enviado,Recogida
7357,331,08/05/2025,15/05/2025,Transferencia,Pendiente,Express
7358,276,19/01/2025,22/01/2025,Contra reembolso,Entregado,Recogida
7359,1157,02/08/2025,09/08/2025,Tarjeta,Entregado,Estandar
7360,852,10/03/2025,16/03/2025,Tarjeta,Enviado,Estandar
7361,1176,05/04/2025,12/04/2025,Contra reembolso,Entregado,Estandar
7362,829,06/05/2024,10/05/2024,Transferencia,Enviado,Estandar
